locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDJNIECG_02380	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
DDJNIECG_02381	CDS	447	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
DDJNIECG_02382	CDS	534				hypothetical protein
DDJNIECG_02383	CDS	957				hypothetical protein
DDJNIECG_02384	CDS	396				hypothetical protein
DDJNIECG_02385	CDS	876				hypothetical protein
DDJNIECG_02386	CDS	429	mntR		COG1321	Transcriptional regulator MntR
DDJNIECG_02387	CDS	837	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
DDJNIECG_02388	CDS	381	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DDJNIECG_02389	CDS	1467	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
DDJNIECG_02390	CDS	1347	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
DDJNIECG_02391	CDS	1089	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
DDJNIECG_02392	CDS	1674	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
DDJNIECG_02393	CDS	795				hypothetical protein
DDJNIECG_02394	CDS	174	sinI			Protein SinI
DDJNIECG_02395	CDS	342	sinR		COG1396	HTH-type transcriptional regulator SinR
DDJNIECG_02396	CDS	786	tasA			Spore coat-associated protein N
DDJNIECG_02397	CDS	573	sipW	3.4.21.89	COG0681	Signal peptidase I W
DDJNIECG_02398	CDS	528				hypothetical protein
DDJNIECG_02399	CDS	228				hypothetical protein
DDJNIECG_02400	CDS	378	yqzG			putative protein YqzG
DDJNIECG_02401	CDS	180				hypothetical protein
DDJNIECG_02402	CDS	375	comGG			ComG operon protein 7
DDJNIECG_02403	CDS	297				hypothetical protein
DDJNIECG_02404	CDS	348				hypothetical protein
DDJNIECG_02405	CDS	432				hypothetical protein
DDJNIECG_02406	CDS	297	comGC		COG4537	ComG operon protein 3
DDJNIECG_02407	CDS	1038	epsF_1		COG1459	Type II secretion system protein F
DDJNIECG_02408	CDS	1071	comGA		COG2804	ComG operon protein 1
DDJNIECG_02409	CDS	165				hypothetical protein
DDJNIECG_02410	CDS	954	corA_2		COG0598	Magnesium transport protein CorA
DDJNIECG_02411	CDS	1320				hypothetical protein
DDJNIECG_02412	CDS	837	rsbRD_2			RsbT co-antagonist protein RsbRD
DDJNIECG_02413	tRNA	71				tRNA-Gln(ttg)
DDJNIECG_02414	CDS	381	mgsR_1		COG1393	Regulatory protein MgsR
DDJNIECG_02415	CDS	246				hypothetical protein
DDJNIECG_02416	CDS	636		3.-.-.-		putative metallo-hydrolase
DDJNIECG_02417	CDS	174				hypothetical protein
DDJNIECG_02418	CDS	315				hypothetical protein
DDJNIECG_02419	CDS	1056				hypothetical protein
DDJNIECG_02420	CDS	1128		3.4.19.11		Gamma-D-glutamyl-L-diamino acid endopeptidase 1
DDJNIECG_02421	CDS	1917	ltaS1_2		COG1368	Lipoteichoic acid synthase 1
DDJNIECG_02422	CDS	966	glcK	2.7.1.2	COG1940	Glucokinase
DDJNIECG_02423	CDS	216	yqgQ		COG4483	putative protein YqgQ
DDJNIECG_02424	CDS	1524	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
DDJNIECG_02425	CDS	174				hypothetical protein
DDJNIECG_02426	CDS	564	yqgN		COG0212	putative protein YqgN
DDJNIECG_02427	CDS	150	rpmGA		COG0267	50S ribosomal protein L33 1
DDJNIECG_02428	CDS	1080	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
DDJNIECG_02429	CDS	471				hypothetical protein
DDJNIECG_02430	CDS	354				hypothetical protein
DDJNIECG_02431	CDS	465				hypothetical protein
DDJNIECG_02432	CDS	783	pstB3_1	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
DDJNIECG_02433	CDS	810	pstB3_2	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
DDJNIECG_02434	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
DDJNIECG_02435	CDS	930				hypothetical protein
DDJNIECG_02436	CDS	903	pstS1		COG0226	Phosphate-binding protein PstS 1
DDJNIECG_02437	CDS	2151	pbpH_2		COG0768	Penicillin-binding protein H
DDJNIECG_02438	CDS	1293				hypothetical protein
DDJNIECG_02439	CDS	609	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
DDJNIECG_02440	CDS	483				hypothetical protein
DDJNIECG_02441	CDS	768				hypothetical protein
DDJNIECG_02442	CDS	429	yqgA			Cell wall-binding protein YqgA
DDJNIECG_02443	CDS	300				hypothetical protein
DDJNIECG_02444	CDS	1128	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
DDJNIECG_02445	CDS	384				hypothetical protein
DDJNIECG_02446	CDS	582		3.1.3.-	COG5663	Nucleotidase
DDJNIECG_02447	CDS	438	zur		COG0735	Zinc-specific metallo-regulatory protein
DDJNIECG_02448	CDS	882				hypothetical protein
DDJNIECG_02449	CDS	255				hypothetical protein
DDJNIECG_02450	CDS	894	nfo	3.1.21.2	COG0648	putative endonuclease 4
DDJNIECG_02451	CDS	1317	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
DDJNIECG_02452	CDS	744				hypothetical protein
DDJNIECG_02453	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
DDJNIECG_02454	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
DDJNIECG_02455	CDS	651	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
DDJNIECG_02456	CDS	363	cccA		COG2010	Cytochrome c-550
DDJNIECG_02457	CDS	1116	sigA		COG0568	RNA polymerase sigma factor SigA
DDJNIECG_02458	CDS	1812	dnaG	2.7.7.-	COG0358	DNA primase
DDJNIECG_02459	CDS	495				hypothetical protein
DDJNIECG_02460	CDS	813	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
DDJNIECG_02461	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
DDJNIECG_02462	CDS	2040	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
DDJNIECG_02463	CDS	888	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
DDJNIECG_02464	CDS	768	recO		COG1381	DNA repair protein RecO
DDJNIECG_02465	CDS	144				hypothetical protein
DDJNIECG_02466	CDS	906	era		COG1159	GTPase Era
DDJNIECG_02467	CDS	411	cdd	3.5.4.5	COG0295	Cytidine deaminase
DDJNIECG_02468	CDS	372	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
DDJNIECG_02469	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
DDJNIECG_02470	CDS	2133	pgpH	3.1.4.-		Cyclic-di-AMP phosphodiesterase PgpH
DDJNIECG_02471	CDS	99				hypothetical protein
DDJNIECG_02472	CDS	960			COG1702	PhoH-like protein
DDJNIECG_02473	CDS	1197				hypothetical protein
DDJNIECG_02474	CDS	282				hypothetical protein
DDJNIECG_02475	CDS	420				hypothetical protein
DDJNIECG_02476	CDS	996				hypothetical protein
DDJNIECG_02477	CDS	1314				hypothetical protein
DDJNIECG_02478	CDS	447	yqeY		COG1610	putative protein YqeY
DDJNIECG_02479	CDS	174	rpsU		COG0828	30S ribosomal protein S21
DDJNIECG_02480	CDS	975				hypothetical protein
DDJNIECG_02481	CDS	1356	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
DDJNIECG_02482	CDS	771	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
DDJNIECG_02483	CDS	936	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
DDJNIECG_02484	CDS	1128	dnaJ			Chaperone protein DnaJ
DDJNIECG_02485	CDS	1836	dnaK		COG0443	Chaperone protein DnaK
DDJNIECG_02486	CDS	564	grpE		COG0576	Protein GrpE
DDJNIECG_02487	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
DDJNIECG_02488	CDS	1140	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
DDJNIECG_02489	CDS	1839	lepA	3.6.5.-	COG0481	Elongation factor 4
DDJNIECG_02490	CDS	339				hypothetical protein
DDJNIECG_02491	CDS	1206				hypothetical protein
DDJNIECG_02492	CDS	1107	gpr	3.4.24.78		Germination protease
DDJNIECG_02493	CDS	267	rpsT		COG0268	30S ribosomal protein S20
DDJNIECG_02494	CDS	1044	yqeN		COG1466	putative protein YqeN
DDJNIECG_02495	CDS	135				hypothetical protein
DDJNIECG_02496	CDS	2331	comEC		COG0658	ComE operon protein 3
DDJNIECG_02497	CDS	570	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
DDJNIECG_02498	CDS	618	comEA		COG1555	ComE operon protein 1
DDJNIECG_02499	CDS	822	proC_4	1.5.1.2		Pyrroline-5-carboxylate reductase
DDJNIECG_02500	CDS	744	ubiE_3	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DDJNIECG_02501	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
DDJNIECG_02502	CDS	561				hypothetical protein
DDJNIECG_02503	CDS	570	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
DDJNIECG_02504	CDS	291			COG1534	RNA-binding protein
DDJNIECG_02505	CDS	843	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DDJNIECG_02506	CDS	1101	yqeH		COG1161	putative protein YqeH
DDJNIECG_02507	CDS	528				hypothetical protein
DDJNIECG_02508	CDS	93				hypothetical protein
DDJNIECG_02509	CDS	732				hypothetical protein
DDJNIECG_02510	CDS	753	cwlH	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlH
DDJNIECG_02511	CDS	627	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
DDJNIECG_02512	CDS	894		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
DDJNIECG_02513	CDS	720				hypothetical protein
DDJNIECG_02514	CDS	411	nucB_2	3.-.-.-		Sporulation-specific extracellular nuclease
DDJNIECG_02515	CDS	471	sigK_1		COG1191	RNA polymerase sigma-K factor
DDJNIECG_02516	CDS	1503				hypothetical protein
DDJNIECG_02517	CDS	420	arsC	1.20.4.4	COG0394	Arsenate reductase
DDJNIECG_02518	CDS	1041	acr3		COG0798	Arsenical-resistance protein Acr3
DDJNIECG_02519	CDS	441	cadI			Cadmium-induced protein CadI
DDJNIECG_02520	CDS	318	arsR		COG0640	Arsenical resistance operon repressor
DDJNIECG_02521	CDS	765				hypothetical protein
DDJNIECG_02522	CDS	1137	rapA_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
DDJNIECG_02523	CDS	135				hypothetical protein
DDJNIECG_02524	CDS	159				hypothetical protein
DDJNIECG_02525	CDS	1596	yqcG	3.1.-.-	COG5444	Ribonuclease YqcG
DDJNIECG_02526	CDS	579	yqcF			Antitoxin YqcF
DDJNIECG_02527	CDS	147				hypothetical protein
DDJNIECG_02528	CDS	363				hypothetical protein
DDJNIECG_02529	CDS	480				hypothetical protein
DDJNIECG_02530	CDS	819	cwlA_2	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
DDJNIECG_02531	CDS	423				hypothetical protein
DDJNIECG_02532	CDS	894				hypothetical protein
DDJNIECG_02533	CDS	165				hypothetical protein
DDJNIECG_02534	CDS	336	xkdW_2			Phage-like element PBSX protein XkdW
DDJNIECG_02535	CDS	1101				hypothetical protein
DDJNIECG_02536	CDS	273				hypothetical protein
DDJNIECG_02537	CDS	579				hypothetical protein
DDJNIECG_02538	CDS	1047				hypothetical protein
DDJNIECG_02539	CDS	426				hypothetical protein
DDJNIECG_02540	CDS	264				hypothetical protein
DDJNIECG_02541	CDS	981				hypothetical protein
DDJNIECG_02542	CDS	708				hypothetical protein
DDJNIECG_02543	CDS	4758	yqbO_2		COG3953	putative protein YqbO
DDJNIECG_02544	CDS	450	yqbN_2			putative protein YqbN
DDJNIECG_02545	CDS	180	txpA			Toxin TxpA
DDJNIECG_02546	CDS	444	xkdM_2			Phage-like element PBSX protein XkdM
DDJNIECG_02547	CDS	1401				hypothetical protein
DDJNIECG_02548	CDS	189				hypothetical protein
DDJNIECG_02549	CDS	438				hypothetical protein
DDJNIECG_02550	CDS	504				hypothetical protein
DDJNIECG_02551	CDS	363	xkdH_2			Phage-like element PBSX protein XkdH
DDJNIECG_02552	CDS	396	yqbG_2			putative protein YqbG
DDJNIECG_02553	CDS	312	yqbF			putative protein YqbF
DDJNIECG_02554	CDS	936	xkdG_2			Phage-like element PBSX protein XkdG
DDJNIECG_02555	CDS	969	yqbD_2			putative protein YqbD
DDJNIECG_02556	CDS	654				hypothetical protein
DDJNIECG_02557	CDS	918				hypothetical protein
DDJNIECG_02558	CDS	1533				hypothetical protein
DDJNIECG_02559	CDS	1296				hypothetical protein
DDJNIECG_02560	CDS	720				hypothetical protein
DDJNIECG_02561	CDS	465				hypothetical protein
DDJNIECG_02562	CDS	456				hypothetical protein
DDJNIECG_02563	CDS	930				hypothetical protein
DDJNIECG_02564	CDS	207				hypothetical protein
DDJNIECG_02565	CDS	429				hypothetical protein
DDJNIECG_02566	CDS	144				hypothetical protein
DDJNIECG_02567	CDS	861				hypothetical protein
DDJNIECG_02568	CDS	702				hypothetical protein
DDJNIECG_02569	CDS	855	recT		COG3723	Protein RecT
DDJNIECG_02570	CDS	960				hypothetical protein
DDJNIECG_02571	CDS	195	yqaI			putative protein YqaI
DDJNIECG_02572	CDS	174				hypothetical protein
DDJNIECG_02573	CDS	258				hypothetical protein
DDJNIECG_02574	CDS	570				hypothetical protein
DDJNIECG_02575	CDS	174				hypothetical protein
DDJNIECG_02576	CDS	231				hypothetical protein
DDJNIECG_02577	CDS	351	xre_2		COG1396	HTH-type transcriptional regulator Xre
DDJNIECG_02578	CDS	168				hypothetical protein
DDJNIECG_02579	CDS	537				hypothetical protein
DDJNIECG_02580	CDS	519				hypothetical protein
DDJNIECG_02581	CDS	399	sigK_2		COG1191	RNA polymerase sigma-K factor
DDJNIECG_02582	CDS	417	psiE			Protein PsiE
DDJNIECG_02583	CDS	1299				hypothetical protein
DDJNIECG_02584	CDS	696	walR_2		COG0745	Transcriptional regulatory protein WalR
DDJNIECG_02585	CDS	1218				hypothetical protein
DDJNIECG_02586	CDS	558				hypothetical protein
DDJNIECG_02587	CDS	525	ywrO_2	1.6.99.-	COG2249	General stress protein 14
DDJNIECG_02588	CDS	477				hypothetical protein
DDJNIECG_02589	CDS	786				hypothetical protein
DDJNIECG_02590	CDS	228	tusA_1		COG0425	Sulfur carrier protein TusA
DDJNIECG_02591	CDS	1134	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
DDJNIECG_02592	CDS	558	tusA_2	2.8.1.-		Sulfurtransferase TusA
DDJNIECG_02593	CDS	483	dsrE2		COG2210	Sulfur carrier protein DsrE2
DDJNIECG_02594	CDS	261	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
DDJNIECG_02595	CDS	561				hypothetical protein
DDJNIECG_02596	CDS	822				hypothetical protein
DDJNIECG_02597	CDS	1203	tetA_3			Tetracycline resistance protein, class B
DDJNIECG_02598	CDS	459	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
DDJNIECG_02599	CDS	1305				hypothetical protein
DDJNIECG_02600	CDS	144				hypothetical protein
DDJNIECG_02601	CDS	966				hypothetical protein
DDJNIECG_02602	CDS	867	gltR_1		COG0583	HTH-type transcriptional regulator GltR
DDJNIECG_02603	CDS	1038	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
DDJNIECG_02604	CDS	936	czcD_2		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
DDJNIECG_02605	CDS	390				hypothetical protein
DDJNIECG_02606	CDS	891	gltR_2		COG0583	HTH-type transcriptional regulator GltR
DDJNIECG_02607	CDS	318				hypothetical protein
DDJNIECG_02608	CDS	1323	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
DDJNIECG_02609	CDS	333				hypothetical protein
DDJNIECG_02610	CDS	765				hypothetical protein
DDJNIECG_02611	CDS	474	lrp_1		COG1522	Leucine-responsive regulatory protein
DDJNIECG_02612	CDS	276			COG2732	Barstar
DDJNIECG_02613	CDS	1233	pksS_2	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
DDJNIECG_02614	CDS	150				hypothetical protein
DDJNIECG_02615	CDS	564	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
DDJNIECG_02616	CDS	390				hypothetical protein
DDJNIECG_02617	CDS	504				hypothetical protein
DDJNIECG_02618	CDS	855	aadK	2.7.7.-		Aminoglycoside 6-adenylyltransferase
DDJNIECG_02619	CDS	1044		1.13.12.16	COG2070	Nitronate monooxygenase
DDJNIECG_02620	CDS	798	yrpC	5.1.1.3	COG0796	Glutamate racemase 2
DDJNIECG_02621	CDS	711	yncM_2			putative protein YncM
DDJNIECG_02622	CDS	162				hypothetical protein
DDJNIECG_02623	CDS	756				hypothetical protein
DDJNIECG_02624	CDS	531	sigM_2		COG1595	ECF RNA polymerase sigma factor SigM
DDJNIECG_02625	CDS	981	tas		COG0667	Protein tas
DDJNIECG_02626	CDS	1317	citN_1		COG2851	Citrate transporter
DDJNIECG_02627	CDS	870	cmpR_2			HTH-type transcriptional activator CmpR
DDJNIECG_02628	CDS	1104	mii	5.3.3.6		3-methylitaconate isomerase
DDJNIECG_02629	CDS	189				hypothetical protein
DDJNIECG_02630	CDS	834	csn	3.2.1.132		Chitosanase
DDJNIECG_02631	CDS	264				hypothetical protein
DDJNIECG_02632	CDS	816		3.-.-.-		putative hydrolase
DDJNIECG_02633	CDS	357				hypothetical protein
DDJNIECG_02634	CDS	435				hypothetical protein
DDJNIECG_02635	CDS	387				hypothetical protein
DDJNIECG_02636	CDS	246				hypothetical protein
DDJNIECG_02637	CDS	369				hypothetical protein
DDJNIECG_02638	CDS	1137		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
DDJNIECG_02639	CDS	198				hypothetical protein
DDJNIECG_02640	CDS	300				hypothetical protein
DDJNIECG_02641	CDS	423	adhR		COG0789	HTH-type transcriptional regulator AdhR
DDJNIECG_02642	CDS	195				hypothetical protein
DDJNIECG_02643	CDS	1050	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
DDJNIECG_02644	CDS	510	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
DDJNIECG_02645	CDS	2034	sacC	3.2.1.80	COG1621	Levanase
DDJNIECG_02646	CDS	828	manZ		COG3716	PTS system mannose-specific EIID component
DDJNIECG_02647	CDS	810	sorA		COG3715	PTS system sorbose-specific EIIC component
DDJNIECG_02648	CDS	489	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
DDJNIECG_02649	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
DDJNIECG_02650	CDS	2817	dgaR			Transcriptional regulatory protein DagR
DDJNIECG_02651	CDS	1389	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
DDJNIECG_02652	CDS	633	leuE		COG1280	Leucine efflux protein
DDJNIECG_02653	CDS	828				hypothetical protein
DDJNIECG_02654	CDS	501	sigV_3		COG1595	RNA polymerase sigma factor SigV
DDJNIECG_02655	CDS	858	rsiV_2			Anti-sigma-V factor RsiV
DDJNIECG_02656	CDS	1905	oatA_2	2.3.1.-		O-acetyltransferase OatA
DDJNIECG_02657	CDS	291				hypothetical protein
DDJNIECG_02658	CDS	3165	cypB		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
DDJNIECG_02659	CDS	585	bm3R1_1			HTH-type transcriptional repressor Bm3R1
DDJNIECG_02660	CDS	543	yrhH	2.1.1.-	COG0500	Putative methyltransferase YrhH
DDJNIECG_02661	CDS	150				hypothetical protein
DDJNIECG_02662	CDS	117				hypothetical protein
DDJNIECG_02663	CDS	801	focB		COG2116	putative formate transporter 2
DDJNIECG_02664	CDS	369				hypothetical protein
DDJNIECG_02665	CDS	2949		1.17.1.9		Putative formate dehydrogenase
DDJNIECG_02666	CDS	483				hypothetical protein
DDJNIECG_02667	CDS	231				hypothetical protein
DDJNIECG_02668	CDS	1140	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
DDJNIECG_02669	CDS	924	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
DDJNIECG_02670	CDS	696	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
DDJNIECG_02671	CDS	642	yrrT	2.1.1.-		putative methyltransferase YrrT
DDJNIECG_02672	CDS	204				hypothetical protein
DDJNIECG_02673	CDS	702				hypothetical protein
DDJNIECG_02674	CDS	1755	pbpI		COG0768	Penicillin-binding protein 4B
DDJNIECG_02675	CDS	474	greA		COG0782	Transcription elongation factor GreA
DDJNIECG_02676	CDS	636	udk	2.7.1.48		Uridine kinase
DDJNIECG_02677	CDS	1269				hypothetical protein
DDJNIECG_02678	CDS	930	ydcP	3.4.-.-	COG0826	putative protease YdcP
DDJNIECG_02679	CDS	654	pcm	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
DDJNIECG_02680	CDS	1083	mltG	4.2.2.-		Endolytic murein transglycosylase
DDJNIECG_02681	CDS	282				hypothetical protein
DDJNIECG_02682	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
DDJNIECG_02683	CDS	267				hypothetical protein
DDJNIECG_02684	CDS	2637	alaS	6.1.1.7		Alanine--tRNA ligase
DDJNIECG_02685	CDS	1062			COG0628	Putative transport protein
DDJNIECG_02686	CDS	729	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
DDJNIECG_02687	CDS	822	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
DDJNIECG_02688	CDS	651	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
DDJNIECG_02689	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
DDJNIECG_02690	CDS	132				hypothetical protein
DDJNIECG_02691	CDS	192				hypothetical protein
DDJNIECG_02692	CDS	465				hypothetical protein
DDJNIECG_02693	CDS	2397	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
DDJNIECG_02694	CDS	651	yrrB			TPR repeat-containing protein YrrB
DDJNIECG_02695	CDS	1116	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
DDJNIECG_02696	CDS	1140	iscS_1	2.8.1.7		Cysteine desulfurase IscS
DDJNIECG_02697	CDS	420	cymR			HTH-type transcriptional regulator CymR
DDJNIECG_02698	CDS	1266			COG2256	putative AAA domain-containing protein
DDJNIECG_02699	CDS	765				hypothetical protein
DDJNIECG_02700	CDS	1779	aspS	6.1.1.12		Aspartate--tRNA ligase
DDJNIECG_02701	CDS	1275	hisS	6.1.1.21		Histidine--tRNA ligase
DDJNIECG_02702	CDS	171				hypothetical protein
DDJNIECG_02703	CDS	1557				hypothetical protein
DDJNIECG_02704	CDS	399	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
DDJNIECG_02705	CDS	2205	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
DDJNIECG_02706	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
DDJNIECG_02707	CDS	2361				hypothetical protein
DDJNIECG_02708	CDS	324				hypothetical protein
DDJNIECG_02709	CDS	498	khtT_2		COG0490	K(+)/H(+) antiporter subunit KhtT
DDJNIECG_02710	CDS	2214	secDF		COG0341	Protein translocase subunit SecDF
DDJNIECG_02711	CDS	297	comN			Post-transcriptional regulator ComN
DDJNIECG_02712	CDS	1557	spoVB		COG2244	Stage V sporulation protein B
DDJNIECG_02713	CDS	657				hypothetical protein
DDJNIECG_02714	CDS	453				hypothetical protein
DDJNIECG_02715	CDS	270	yajC		COG1862	Sec translocon accessory complex subunit YajC
DDJNIECG_02716	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
DDJNIECG_02717	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
DDJNIECG_02718	CDS	201				hypothetical protein
DDJNIECG_02719	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
DDJNIECG_02720	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
DDJNIECG_02721	CDS	513	bofC			Protein BofC
DDJNIECG_02722	CDS	1308	csbX		COG0477	Alpha-ketoglutarate permease
DDJNIECG_02723	CDS	1026	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
DDJNIECG_02724	CDS	648				hypothetical protein
DDJNIECG_02725	CDS	123				hypothetical protein
DDJNIECG_02726	CDS	291				hypothetical protein
DDJNIECG_02727	CDS	1455	acp			Sodium/proton-dependent alanine carrier protein
DDJNIECG_02728	CDS	723	yebC		COG0217	putative transcriptional regulatory protein YebC
DDJNIECG_02729	CDS	597	coxA			Sporulation cortex protein CoxA
DDJNIECG_02730	CDS	1164	safA			SpoIVD-associated factor A
DDJNIECG_02731	CDS	1107	nadA	2.5.1.72	COG0379	Quinolinate synthase A
DDJNIECG_02732	CDS	870	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
DDJNIECG_02733	CDS	1596	nadB	1.4.3.16	COG0029	L-aspartate oxidase
DDJNIECG_02734	CDS	1188	nifS	2.8.1.7	COG1104	Putative cysteine desulfurase NifS
DDJNIECG_02735	CDS	543	nadR		COG1827	Transcription repressor NadR
DDJNIECG_02736	CDS	882	pheA		COG0077	P-protein
DDJNIECG_02737	CDS	444				hypothetical protein
DDJNIECG_02738	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
DDJNIECG_02739	CDS	579	spo0B	2.7.-.-		Sporulation initiation phosphotransferase B
